created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,cleaned_text,normalized_text,no_stopwords_text,stemmed_text,tokens_stemmed,tokens,cluster
Mon Apr 28 07:00:36 +0000 2025,0,Dokter Tifa Makin Garang Usai Dilapor Soal Ijazah Palsu Jokowi Ajak Roy Suryo dan Rismon Sianipar https://t.co/iKMtCmq0Fd,in,0,0,0,dokter tifa makin garang usai dilapor soal ijazah palsu jokowi ajak roy suryo dan rismon sianipar,dokter tifa makin garang usai dilapor soal ijazah palsu jokowi ajak roy suryo dan rismon sianipar,dokter tifa garang dilapor soal ijazah palsu jokowi ajak roy suryo rismon sianipar,dokter tifa garang lapor soal ijazah palsu jokowi ajak roy suryo rismon sianipar,"['dokter', 'tifa', 'garang', 'lapor', 'soal', 'ijazah', 'palsu', 'jokowi', 'ajak', 'roy', 'suryo', 'rismon', 'sianipar']","['dokter', 'tifa', 'garang', 'lapor', 'soal', 'ijazah', 'palsu', 'jokowi', 'ajak', 'roy', 'suryo', 'rismon', 'sianipar']",3
Mon Apr 28 06:59:44 +0000 2025,5,Kartu AS Jokowi di Isu Ijazah Sosok Ini Bisa Buktikan Benar-benar Lulusan UGM Tahun 1985 https://t.co/h2qJWoAoDs #suaramerdeka #suaramerdekadaily #suaramerdekanetwork #suaramerdekapantura,in,0,0,0,kartu as jokowi di isu ijazah sosok ini bisa buktikan benarbenar lulusan ugm tahun suaramerdeka suaramerdekadaily suaramerdekanetwork suaramerdekapantura,kartu as jokowi di isu ijazah sosok ini bisa buktikan benarbenar lulusan ugm tahun suaramerdeka suaramerdekadaily suaramerdekanetwork suaramerdekapantura,kartu as jokowi isu ijazah sosok buktikan benarbenar lulusan ugm suaramerdeka suaramerdekadaily suaramerdekanetwork suaramerdekapantura,kartu as jokowi isu ijazah sosok bukti benarbenar lulus ugm suaramerdeka suaramerdekadaily suaramerdekanetwork suaramerdekapantura,"['kartu', 'as', 'jokowi', 'isu', 'ijazah', 'sosok', 'bukti', 'benarbenar', 'lulus', 'ugm', 'suaramerdeka', 'suaramerdekadaily', 'suaramerdekanetwork', 'suaramerdekapantura']","['kartu', 'as', 'jokowi', 'isu', 'ijazah', 'sosok', 'bukti', 'benarbenar', 'lulus', 'ugm', 'suaramerdeka', 'suaramerdekadaily', 'suaramerdekanetwork', 'suaramerdekapantura']",0
Mon Apr 28 06:59:15 +0000 2025,0,@democrazymedia Dugaan pemalsuan ijazah oleh pejabat negara harusnya dilaporkan ke polisi bukan digoreng di medsos dianalisa olh org yg kompetensinya diragukan. Sdh betul jika Jokowi sbg pihak yg dirugikan membawa penyebar isu ini ke pengadilan shg keputusannya bisa mengikat ke semua orang.,in,0,0,0,dugaan pemalsuan ijazah oleh pejabat negara harusnya dilaporkan ke polisi bukan digoreng di medsos dianalisa olh org yg kompetensinya diragukan sdh betul jika jokowi sbg pihak yg dirugikan membawa penyebar isu ini ke pengadilan shg keputusannya bisa mengikat ke semua orang,dugaan pemalsuan ijazah oleh pejabat negara harusnya dilaporkan ke polisi bukan digoreng di medsos dianalisa olh org yang kompetensinya diragukan sdh betul jika jokowi sbg pihak yang dirugikan membawa penyebar isu ini ke pengadilan shg keputusannya bisa mengikat ke semua orang,dugaan pemalsuan ijazah pejabat negara dilaporkan polisi digoreng medsos dianalisa olh org kompetensinya diragukan sdh jokowi sbg dirugikan membawa penyebar isu pengadilan shg keputusannya mengikat orang,duga palsu ijazah jabat negara lapor polisi goreng medsos dianalisa olh org kompetensi ragu sdh jokowi sbg rugi bawa sebar isu adil shg putus ikat orang,"['duga', 'palsu', 'ijazah', 'jabat', 'negara', 'lapor', 'polisi', 'goreng', 'medsos', 'dianalisa', 'olh', 'org', 'kompetensi', 'ragu', 'sdh', 'jokowi', 'sbg', 'rugi', 'bawa', 'sebar', 'isu', 'adil', 'shg', 'putus', 'ikat', 'orang']","['duga', 'palsu', 'ijazah', 'jabat', 'negara', 'lapor', 'polisi', 'goreng', 'medsos', 'dianalisa', 'olh', 'org', 'kompetensi', 'ragu', 'sdh', 'jokowi', 'sbg', 'rugi', 'bawa', 'sebar', 'isu', 'adil', 'shg', 'putus', 'ikat', 'orang']",2
Mon Apr 28 06:52:26 +0000 2025,0,Polisi Periksa Pelapor Roy Suryo cs Terkait Dugaan Ijazah Palsu Jokowi https://t.co/l7gEUj2tEu,in,0,0,0,polisi periksa pelapor roy suryo cs terkait dugaan ijazah palsu jokowi,polisi periksa pelapor roy suryo cs terkait dugaan ijazah palsu jokowi,polisi periksa pelapor roy suryo cs terkait dugaan ijazah palsu jokowi,polisi periksa lapor roy suryo cs kait duga ijazah palsu jokowi,"['polisi', 'periksa', 'lapor', 'roy', 'suryo', 'cs', 'kait', 'duga', 'ijazah', 'palsu', 'jokowi']","['polisi', 'periksa', 'lapor', 'roy', 'suryo', 'cs', 'kait', 'duga', 'ijazah', 'palsu', 'jokowi']",3
Mon Apr 28 06:50:33 +0000 2025,1,@blue_berets7 yang masalahnya ijazah Jokowi tidak bisa ditunjukin seperti mereka bebas itu masalahnya bro,in,0,0,0,yang masalahnya ijazah jokowi tidak bisa ditunjukin seperti mereka bebas itu masalahnya bro,yang masalahnya ijazah jokowi tidak bisa ditunjukin seperti mereka bebas itu masalahnya bro,ijazah jokowi ditunjukin bebas bro,ijazah jokowi ditunjukin bebas bro,"['ijazah', 'jokowi', 'ditunjukin', 'bebas', 'bro']","['ijazah', 'jokowi', 'ditunjukin', 'bebas', 'bro']",4
Mon Apr 28 06:49:54 +0000 2025,8,@Lembayung071 @prabowo @jokowi @setkabgoid Ayo saatnya hadir di sidang ijazah palsunya ya pakde biar kelihatan jantan negarawan,in,0,0,0,ayo saatnya hadir di sidang ijazah palsunya ya pakde biar kelihatan jantan negarawan,ayo saatnya hadir di sidang ijazah palsunya ya pakde biar kelihatan jantan negarawan,ayo hadir sidang ijazah palsunya ya pakde biar jantan negarawan,ayo hadir sidang ijazah palsu ya pakde biar jantan negarawan,"['ayo', 'hadir', 'sidang', 'ijazah', 'palsu', 'ya', 'pakde', 'biar', 'jantan', 'negarawan']","['ayo', 'hadir', 'sidang', 'ijazah', 'palsu', 'ya', 'pakde', 'biar', 'jantan', 'negarawan']",1
Mon Apr 28 06:49:21 +0000 2025,1,@ganang_asf @regar_op0sisi @Guz_Octa @jokowi Siapa yg bisa pastikan mereka beneran teman seangkatan dan siapa bisa pastikan ijazah2 yg dipamerkan itu juga asli... sy tanya sama kamu kira2 uang 1 Trilyun cukup nggak buat bikin segepok ijazah palsu atau 2 T... ingat korupsinya bisa sampai 1000 T ... gimana masih kurang?,in,0,1,0,siapa yg bisa pastikan mereka beneran teman seangkatan dan siapa bisa pastikan ijazah yg dipamerkan itu juga asli sy tanya sama kamu kira uang trilyun cukup nggak buat bikin segepok ijazah palsu atau t ingat korupsinya bisa sampai t gimana masih kurang,siapa yang bisa pastikan mereka beneran teman seangkatan dan siapa bisa pastikan ijazah yang dipamerkan itu juga asli sy tanya sama kamu kira uang trilyun cukup nggak buat bikin segepok ijazah palsu atau t ingat korupsinya bisa sampai t gimana masih kurang,pastikan beneran teman seangkatan pastikan ijazah dipamerkan asli sy uang trilyun nggak bikin segepok ijazah palsu t korupsinya t gimana kurang,pasti beneran teman angkat pasti ijazah pamer asli sy uang trilyun nggak bikin gepok ijazah palsu t korupsi t gimana kurang,"['pasti', 'beneran', 'teman', 'angkat', 'pasti', 'ijazah', 'pamer', 'asli', 'sy', 'uang', 'trilyun', 'nggak', 'bikin', 'gepok', 'ijazah', 'palsu', 't', 'korupsi', 't', 'gimana', 'kurang']","['pasti', 'beneran', 'teman', 'angkat', 'pasti', 'ijazah', 'pamer', 'asli', 'sy', 'uang', 'trilyun', 'nggak', 'bikin', 'gepok', 'ijazah', 'palsu', 't', 'korupsi', 't', 'gimana', 'kurang']",4
Mon Apr 28 06:48:45 +0000 2025,2,@ApriliaLin Gw sih msh yakin ijazah Pak Jokowi ya Asli cm beliau menikmati sorotan gratis jd yaa kena jebakan yg mempertanyakan keaslian Ijazah,in,0,0,0,gw sih msh yakin ijazah pak jokowi ya asli cm beliau menikmati sorotan gratis jd yaa kena jebakan yg mempertanyakan keaslian ijazah,gw sih msh yakin ijazah pak jokowi ya asli cm beliau menikmati sorotan gratis jd yaa kena jebakan yang mempertanyakan keaslian ijazah,gw sih msh ijazah jokowi ya asli cm beliau menikmati sorotan gratis jd yaa kena jebakan keaslian ijazah,gw sih msh ijazah jokowi ya asli cm beliau nikmat sorot gratis jd yaa kena jebak asli ijazah,"['gw', 'sih', 'msh', 'ijazah', 'jokowi', 'ya', 'asli', 'cm', 'beliau', 'nikmat', 'sorot', 'gratis', 'jd', 'yaa', 'kena', 'jebak', 'asli', 'ijazah']","['gw', 'sih', 'msh', 'ijazah', 'jokowi', 'ya', 'asli', 'cm', 'beliau', 'nikmat', 'sorot', 'gratis', 'jd', 'yaa', 'kena', 'jebak', 'asli', 'ijazah']",4
Mon Apr 28 06:48:41 +0000 2025,3,@ommi_siregar Jangan2 Jokowi yg minta lumayan menghindari sidang ijazah palsu,in,0,0,0,jangan jokowi yg minta lumayan menghindari sidang ijazah palsu,jangan jokowi yang minta lumayan menghindari sidang ijazah palsu,jokowi lumayan menghindari sidang ijazah palsu,jokowi lumayan hindar sidang ijazah palsu,"['jokowi', 'lumayan', 'hindar', 'sidang', 'ijazah', 'palsu']","['jokowi', 'lumayan', 'hindar', 'sidang', 'ijazah', 'palsu']",1
Mon Apr 28 06:46:37 +0000 2025,6,Saya sedang ketawa ketiwi membayangkan mediasi ijazah palsu. Apakah Jokowi akan hadir tunjukkan ijazah asli? Tak mungkin deh. Dua kan gak punya ijazah asli. #2025LengserkanGibran 24/4/2025: Penggugat minta Jokowi hadir saat mediasi #2025LengserkanGibran #JokowiGakUsahPulang https://t.co/0DqFhuK8Wa,in,0,0,5,saya sedang ketawa ketiwi membayangkan mediasi ijazah palsu apakah jokowi akan hadir tunjukkan ijazah asli tak mungkin deh dua kan gak punya ijazah asli lengserkangibran penggugat minta jokowi hadir saat mediasi lengserkangibran jokowigakusahpulang,saya sedang ketawa ketiwi membayangkan mediasi ijazah palsu apakah jokowi akan hadir tunjukkan ijazah asli tak mungkin deh dua kan tidak punya ijazah asli lengserkangibran penggugat minta jokowi hadir saat mediasi lengserkangibran jokowigakusahpulang,ketawa ketiwi membayangkan mediasi ijazah palsu jokowi hadir tunjukkan ijazah asli deh dua ijazah asli lengserkangibran penggugat jokowi hadir mediasi lengserkangibran jokowigakusahpulang,ketawa ketiwi bayang mediasi ijazah palsu jokowi hadir tunjuk ijazah asli deh dua ijazah asli lengserkangibran gugat jokowi hadir mediasi lengserkangibran jokowigakusahpulang,"['ketawa', 'ketiwi', 'bayang', 'mediasi', 'ijazah', 'palsu', 'jokowi', 'hadir', 'tunjuk', 'ijazah', 'asli', 'deh', 'dua', 'ijazah', 'asli', 'lengserkangibran', 'gugat', 'jokowi', 'hadir', 'mediasi', 'lengserkangibran', 'jokowigakusahpulang']","['ketawa', 'ketiwi', 'bayang', 'mediasi', 'ijazah', 'palsu', 'jokowi', 'hadir', 'tunjuk', 'ijazah', 'asli', 'deh', 'dua', 'ijazah', 'asli', 'lengserkangibran', 'gugat', 'jokowi', 'hadir', 'mediasi', 'lengserkangibran', 'jokowigakusahpulang']",4
Mon Apr 28 06:46:30 +0000 2025,1,@regar_op0sisi @visiau_back01 Mau sejuta orang pamerin ijazahnya nilainya nol! buat menentukan keaslian ijazah Jokowi yang masih disembunyikan itu...,in,0,0,0,mau sejuta orang pamerin ijazahnya nilainya nol buat menentukan keaslian ijazah jokowi yang masih disembunyikan itu,mau sejuta orang pamerin ijazahnya nilainya nol buat menentukan keaslian ijazah jokowi yang masih disembunyikan itu,sejuta orang pamerin ijazahnya nilainya nol menentukan keaslian ijazah jokowi disembunyikan,juta orang pamerin ijazah nilai nol tentu asli ijazah jokowi sembunyi,"['juta', 'orang', 'pamerin', 'ijazah', 'nilai', 'nol', 'tentu', 'asli', 'ijazah', 'jokowi', 'sembunyi']","['juta', 'orang', 'pamerin', 'ijazah', 'nilai', 'nol', 'tentu', 'asli', 'ijazah', 'jokowi', 'sembunyi']",4
Mon Apr 28 06:42:58 +0000 2025,2,Roy Suryo-Dr Tifa dkk Dipolisikan Terkait Tuduhan Ijazah Palsu Jokowi #newsupdate #update #news #text https://t.co/BZsEgGPmby,in,0,3,1,roy suryodr tifa dkk dipolisikan terkait tuduhan ijazah palsu jokowi newsupdate update news text,roy suryodr tifa dkk dipolisikan terkait tuduhan ijazah palsu jokowi newsupdate update news text,roy suryodr tifa dkk dipolisikan terkait tuduhan ijazah palsu jokowi newsupdate update news text,roy suryodr tifa dkk polisi kait tuduh ijazah palsu jokowi newsupdate update news text,"['roy', 'suryodr', 'tifa', 'dkk', 'polisi', 'kait', 'tuduh', 'ijazah', 'palsu', 'jokowi', 'newsupdate', 'update', 'news', 'text']","['roy', 'suryodr', 'tifa', 'dkk', 'polisi', 'kait', 'tuduh', 'ijazah', 'palsu', 'jokowi', 'newsupdate', 'update', 'news', 'text']",3
Mon Apr 28 06:41:16 +0000 2025,0,@DianSandiU kalau sy keluarga pak jokowi maka sy akan buat perhitungan dengan anda. anda brani klaim ijazah asli dan itu menarik perhatian pakar mreka menganalisa dan mempublis hasilnya dan boom.. isu ijazah kmbali heboh.,in,0,0,0,kalau sy keluarga pak jokowi maka sy akan buat perhitungan dengan anda anda brani klaim ijazah asli dan itu menarik perhatian pakar mreka menganalisa dan mempublis hasilnya dan boom isu ijazah kmbali heboh,kalau sy keluarga pak jokowi maka sy akan buat perhitungan dengan anda anda brani klaim ijazah asli dan itu menarik perhatian pakar mreka menganalisa dan mempublis hasilnya dan boom isu ijazah kmbali heboh,sy keluarga jokowi sy perhitungan brani klaim ijazah asli menarik perhatian pakar mreka menganalisa mempublis hasilnya boom isu ijazah kmbali heboh,sy keluarga jokowi sy hitung brani klaim ijazah asli tarik perhati pakar mreka menganalisa mempublis hasil boom isu ijazah kmbali heboh,"['sy', 'keluarga', 'jokowi', 'sy', 'hitung', 'brani', 'klaim', 'ijazah', 'asli', 'tarik', 'perhati', 'pakar', 'mreka', 'menganalisa', 'mempublis', 'hasil', 'boom', 'isu', 'ijazah', 'kmbali', 'heboh']","['sy', 'keluarga', 'jokowi', 'sy', 'hitung', 'brani', 'klaim', 'ijazah', 'asli', 'tarik', 'perhati', 'pakar', 'mreka', 'menganalisa', 'mempublis', 'hasil', 'boom', 'isu', 'ijazah', 'kmbali', 'heboh']",4
Mon Apr 28 06:38:33 +0000 2025,0,@xquitavee PERHATIAN!!! Terkait polemik tudingan ijazah palsu Bpk @jokowi ini bukan semata² hanya ijazah tetapi ini polemik hukum yg mau dipermainkan oleh oknum. Siapa yg mengdalilkan sesuai hukum ybs harus membuktikan. Kalau tidak demikian fitnah akan semakin liar.,in,0,0,0,perhatian terkait polemik tudingan ijazah palsu bpk ini bukan semata hanya ijazah tetapi ini polemik hukum yg mau dipermainkan oleh oknum siapa yg mengdalilkan sesuai hukum ybs harus membuktikan kalau tidak demikian fitnah akan semakin liar,perhatian terkait polemik tudingan ijazah palsu bpk ini bukan semata hanya ijazah tetapi ini polemik hukum yang mau dipermainkan oleh oknum siapa yang mengdalilkan sesuai hukum ybs harus membuktikan kalau tidak demikian fitnah akan semakin liar,perhatian terkait polemik tudingan ijazah palsu bpk ijazah polemik hukum dipermainkan oknum mengdalilkan sesuai hukum ybs membuktikan fitnah liar,perhati kait polemik tuding ijazah palsu bpk ijazah polemik hukum main oknum mengdalilkan sesuai hukum ybs bukti fitnah liar,"['perhati', 'kait', 'polemik', 'tuding', 'ijazah', 'palsu', 'bpk', 'ijazah', 'polemik', 'hukum', 'main', 'oknum', 'mengdalilkan', 'sesuai', 'hukum', 'ybs', 'bukti', 'fitnah', 'liar']","['perhati', 'kait', 'polemik', 'tuding', 'ijazah', 'palsu', 'bpk', 'ijazah', 'polemik', 'hukum', 'main', 'oknum', 'mengdalilkan', 'sesuai', 'hukum', 'ybs', 'bukti', 'fitnah', 'liar']",1
Mon Apr 28 06:38:22 +0000 2025,5,@Lembayung071 @prabowo @jokowi @setkabgoid Tak lepas dari skenario.... Dalam hal apapun tapiii RAKYAT dah MUAAAAKKK....dg segala skenario PENCITRAAN.... Inga...inga... pengadilan minta di siapin ijazah ASLI... awasss jg cari alasan lagi kabur kaburan....,in,0,0,0,tak lepas dari skenario dalam hal apapun tapiii rakyat dah muaaaakkkdg segala skenario pencitraan ingainga pengadilan minta di siapin ijazah asli awasss jg cari alasan lagi kabur kaburan,tak lepas dari skenario dalam hal apapun tapiii rakyat dah muaaaakkkdg segala skenario pencitraan ingainga pengadilan minta di siapin ijazah asli awasss juga cari alasan lagi kabur kaburan,lepas skenario apapun tapiii rakyat dah muaaaakkkdg skenario pencitraan ingainga pengadilan siapin ijazah asli awasss cari alasan kabur kaburan,lepas skenario apa tapiii rakyat dah muaaaakkkdg skenario citra ingainga adil siapin ijazah asli awasss cari alas kabur kabur,"['lepas', 'skenario', 'apa', 'tapiii', 'rakyat', 'dah', 'muaaaakkkdg', 'skenario', 'citra', 'ingainga', 'adil', 'siapin', 'ijazah', 'asli', 'awasss', 'cari', 'alas', 'kabur', 'kabur']","['lepas', 'skenario', 'apa', 'tapiii', 'rakyat', 'dah', 'muaaaakkkdg', 'skenario', 'citra', 'ingainga', 'adil', 'siapin', 'ijazah', 'asli', 'awasss', 'cari', 'alas', 'kabur', 'kabur']",2
Mon Apr 28 06:34:46 +0000 2025,0,Apa hubungannya pelapor ini dgn Ijazah Jokowi?,in,0,0,0,apa hubungannya pelapor ini dgn ijazah jokowi,apa hubungannya pelapor ini dengan ijazah jokowi,hubungannya pelapor ijazah jokowi,hubung lapor ijazah jokowi,"['hubung', 'lapor', 'ijazah', 'jokowi']","['hubung', 'lapor', 'ijazah', 'jokowi']",4
Mon Apr 28 06:34:40 +0000 2025,0,@Zay34562 SD SMP SMA Jokowi itu tahun berapa?? Sdh barang tentu kepala sekolah yg sekarang tdk ada yg pernah melihat ijazah aslinya. Kepala Sekolah jaman Jokowi pun blm tentu masih ingat ijazah tiap anak yg dia tandatangani. Goblok apa gimana sih si Egy ini ?,in,0,0,0,sd smp sma jokowi itu tahun berapa sdh barang tentu kepala sekolah yg sekarang tdk ada yg pernah melihat ijazah aslinya kepala sekolah jaman jokowi pun blm tentu masih ingat ijazah tiap anak yg dia tandatangani goblok apa gimana sih si egy ini,sd smp sma jokowi itu tahun berapa sdh barang tentu kepala sekolah yang sekarang tidak ada yang pernah melihat ijazah aslinya kepala sekolah jaman jokowi pun blm tentu masih ingat ijazah tiap anak yang dia tandatangani goblok apa gimana sih si egy ini,sd smp sma jokowi sdh barang kepala sekolah ijazah aslinya kepala sekolah jaman jokowi blm ijazah anak tandatangani goblok gimana sih si egy,sd smp sma jokowi sdh barang kepala sekolah ijazah asli kepala sekolah jaman jokowi blm ijazah anak tandatangani goblok gimana sih si egy,"['sd', 'smp', 'sma', 'jokowi', 'sdh', 'barang', 'kepala', 'sekolah', 'ijazah', 'asli', 'kepala', 'sekolah', 'jaman', 'jokowi', 'blm', 'ijazah', 'anak', 'tandatangani', 'goblok', 'gimana', 'sih', 'si', 'egy']","['sd', 'smp', 'sma', 'jokowi', 'sdh', 'barang', 'kepala', 'sekolah', 'ijazah', 'asli', 'kepala', 'sekolah', 'jaman', 'jokowi', 'blm', 'ijazah', 'anak', 'tandatangani', 'goblok', 'gimana', 'sih', 'si', 'egy']",4
Mon Apr 28 06:33:09 +0000 2025,4,@STresnowati1 @jokowi What? Bambang Tri dan Gus Nur belum punya bukti bahwa ijazah atau skripso Jokowi palsu? Yang dipersoalkan oleh Bambang Tri di dalam sidang bukanlah ijazah S1 atau Skripsi Jokowi melainkan ijazah SMA. Benar-benar kagak nyambung nih ocehannya! ,in,0,1,2,what bambang tri dan gus nur belum punya bukti bahwa ijazah atau skripso jokowi palsu yang dipersoalkan oleh bambang tri di dalam sidang bukanlah ijazah s atau skripsi jokowi melainkan ijazah sma benarbenar kagak nyambung nih ocehannya,what bambang tri dan gus nur belum punya bukti bahwa ijazah atau skripso jokowi palsu yang dipersoalkan oleh bambang tri di dalam sidang bukanlah ijazah s atau skripsi jokowi melainkan ijazah sma benarbenar kagak nyambung nih ocehannya,what bambang tri gus nur bukti ijazah skripso jokowi palsu bambang tri sidang ijazah s skripsi jokowi ijazah sma benarbenar kagak nyambung nih ocehannya,what bambang tri gus nur bukti ijazah skripso jokowi palsu bambang tri sidang ijazah s skripsi jokowi ijazah sma benarbenar kagak nyambung nih oceh,"['what', 'bambang', 'tri', 'gus', 'nur', 'bukti', 'ijazah', 'skripso', 'jokowi', 'palsu', 'bambang', 'tri', 'sidang', 'ijazah', 's', 'skripsi', 'jokowi', 'ijazah', 'sma', 'benarbenar', 'kagak', 'nyambung', 'nih', 'oceh']","['what', 'bambang', 'tri', 'gus', 'nur', 'bukti', 'ijazah', 'skripso', 'jokowi', 'palsu', 'bambang', 'tri', 'sidang', 'ijazah', 's', 'skripsi', 'jokowi', 'ijazah', 'sma', 'benarbenar', 'kagak', 'nyambung', 'nih', 'oceh']",1
Mon Apr 28 06:30:20 +0000 2025,1,@CmsRenaldi62803 @NenkMonica Kasian anjing jokowi ijazah palsu masih kaing-kaing menggonggong perusak bangsa. Emang bangsat.,in,0,0,0,kasian anjing jokowi ijazah palsu masih kaingkaing menggonggong perusak bangsa emang bangsat,kasian anjing jokowi ijazah palsu masih kaingkaing menggonggong perusak bangsa emang bangsat,kasian anjing jokowi ijazah palsu kaingkaing menggonggong perusak bangsa emang bangsat,kasi anjing jokowi ijazah palsu kaingkaing gonggong usak bangsa emang bangsat,"['kasi', 'anjing', 'jokowi', 'ijazah', 'palsu', 'kaingkaing', 'gonggong', 'usak', 'bangsa', 'emang', 'bangsat']","['kasi', 'anjing', 'jokowi', 'ijazah', 'palsu', 'kaingkaing', 'gonggong', 'usak', 'bangsa', 'emang', 'bangsat']",1
Mon Apr 28 06:29:35 +0000 2025,18,Sosok Dumatno Budi Utomo yang Disebut Roy Suryo sebagai Pria yang Fotonya Ada di Ijazah Jokowi https://t.co/fFjB8SeKTL lewat @tribunnews,in,0,3,8,sosok dumatno budi utomo yang disebut roy suryo sebagai pria yang fotonya ada di ijazah jokowi lewat,sosok dumatno budi utomo yang disebut roy suryo sebagai pria yang fotonya ada di ijazah jokowi lewat,sosok dumatno budi utomo roy suryo pria fotonya ijazah jokowi,sosok dumatno budi utomo roy suryo pria foto ijazah jokowi,"['sosok', 'dumatno', 'budi', 'utomo', 'roy', 'suryo', 'pria', 'foto', 'ijazah', 'jokowi']","['sosok', 'dumatno', 'budi', 'utomo', 'roy', 'suryo', 'pria', 'foto', 'ijazah', 'jokowi']",3
Mon Apr 28 06:27:12 +0000 2025,1,@GrupHartaw71143 @NenkMonica Anjing jokowi dan anjing oligarki lebih hina lagi. Ngasih makan anak istri dari menjilat peler jokowi yg gak punya ijazah. Memalukan.,in,0,0,0,anjing jokowi dan anjing oligarki lebih hina lagi ngasih makan anak istri dari menjilat peler jokowi yg gak punya ijazah memalukan,anjing jokowi dan anjing oligarki lebih hina lagi ngasih makan anak istri dari menjilat peler jokowi yang tidak punya ijazah memalukan,anjing jokowi anjing oligarki hina ngasih makan anak istri menjilat peler jokowi ijazah memalukan,anjing jokowi anjing oligarki hina ngasih makan anak istri jilat peler jokowi ijazah malu,"['anjing', 'jokowi', 'anjing', 'oligarki', 'hina', 'ngasih', 'makan', 'anak', 'istri', 'jilat', 'peler', 'jokowi', 'ijazah', 'malu']","['anjing', 'jokowi', 'anjing', 'oligarki', 'hina', 'ngasih', 'makan', 'anak', 'istri', 'jilat', 'peler', 'jokowi', 'ijazah', 'malu']",4
Mon Apr 28 06:26:09 +0000 2025,4,Jokowi itu pemimpin apa2an Ijazah SD SMP SMA UGM palsu semua? #JokowiGakUsahPulang #2025LengserkanGibran Jokowi dan Gibran jauh dari kejujuran semua hal buruk ada diri Jokowi penipu pembohong manipukatif dan Manusia terkorup OCCRP. https://t.co/6P9IPVOSaM,in,0,4,3,jokowi itu pemimpin apaan ijazah sd smp sma ugm palsu semua jokowigakusahpulang lengserkangibran jokowi dan gibran jauh dari kejujuran semua hal buruk ada diri jokowi penipu pembohong manipukatif dan manusia terkorup occrp,jokowi itu pemimpin apaan ijazah sd smp sma ugm palsu semua jokowigakusahpulang lengserkangibran jokowi dan gibran jauh dari kejujuran semua hal buruk ada diri jokowi penipu pembohong manipukatif dan manusia terkorup occrp,jokowi pemimpin ijazah sd smp sma ugm palsu jokowigakusahpulang lengserkangibran jokowi gibran kejujuran buruk jokowi penipu pembohong manipukatif manusia terkorup occrp,jokowi pimpin ijazah sd smp sma ugm palsu jokowigakusahpulang lengserkangibran jokowi gibran jujur buruk jokowi tipu bohong manipukatif manusia korup occrp,"['jokowi', 'pimpin', 'ijazah', 'sd', 'smp', 'sma', 'ugm', 'palsu', 'jokowigakusahpulang', 'lengserkangibran', 'jokowi', 'gibran', 'jujur', 'buruk', 'jokowi', 'tipu', 'bohong', 'manipukatif', 'manusia', 'korup', 'occrp']","['jokowi', 'pimpin', 'ijazah', 'sd', 'smp', 'sma', 'ugm', 'palsu', 'jokowigakusahpulang', 'lengserkangibran', 'jokowi', 'gibran', 'jujur', 'buruk', 'jokowi', 'tipu', 'bohong', 'manipukatif', 'manusia', 'korup', 'occrp']",1
Mon Apr 28 06:24:39 +0000 2025,0,Bgmn pun Pengetahuan Di Sekolah dan Kuliahan ttp hrs menjd No. 1 bagi anak Indonesia. Dgn Pengetahuan Yg Mumpuni di bukti kan IJAZAH ASLI Dari Sekolah dan Universitas Akn Antar kita jd ORANG SUKSES. Bkn spt Jokowi Protokoler aja ngak ngerti Buat malu https://t.co/sxesa0thEn,in,0,0,0,bgmn pun pengetahuan di sekolah dan kuliahan ttp hrs menjd no bagi anak indonesia dgn pengetahuan yg mumpuni di bukti kan ijazah asli dari sekolah dan universitas akn antar kita jd orang sukses bkn spt jokowi protokoler aja ngak ngerti buat malu,bgmn pun pengetahuan di sekolah dan kuliahan ttp hrs menjd no bagi anak indonesia dengan pengetahuan yang mumpuni di bukti kan ijazah asli dari sekolah dan universitas akn antar kita jd orang sukses bkn spt jokowi protokoler aja ngak ngerti buat malu,bgmn pengetahuan sekolah kuliahan ttp hrs menjd no anak indonesia pengetahuan mumpuni bukti ijazah asli sekolah universitas akn jd orang sukses bkn spt jokowi protokoler aja ngak ngerti malu,bgmn tahu sekolah kuliah ttp hrs menjd no anak indonesia tahu mumpuni bukti ijazah asli sekolah universitas akn jd orang sukses bkn spt jokowi protokoler aja ngak ngerti malu,"['bgmn', 'tahu', 'sekolah', 'kuliah', 'ttp', 'hrs', 'menjd', 'no', 'anak', 'indonesia', 'tahu', 'mumpuni', 'bukti', 'ijazah', 'asli', 'sekolah', 'universitas', 'akn', 'jd', 'orang', 'sukses', 'bkn', 'spt', 'jokowi', 'protokoler', 'aja', 'ngak', 'ngerti', 'malu']","['bgmn', 'tahu', 'sekolah', 'kuliah', 'ttp', 'hrs', 'menjd', 'no', 'anak', 'indonesia', 'tahu', 'mumpuni', 'bukti', 'ijazah', 'asli', 'sekolah', 'universitas', 'akn', 'jd', 'orang', 'sukses', 'bkn', 'spt', 'jokowi', 'protokoler', 'aja', 'ngak', 'ngerti', 'malu']",4
